@relation experiment_01-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S1.0-C49-Lfirst-last

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {0,1,2,3,4,5,6,7,8,9}
@attribute id numeric
@attribute feedrate numeric
@attribute clampPressure numeric
@attribute toolCondition numeric

@data
0.071429,0.330239,0.4775,0.070175,0.328571,0.5,0.536832,0.146282,0.7,0.104388,0.122192,0.380841,0.394531,0.467831,0.380841,0.393204,0.5,0.496752,0.032728,0.7,0.006189,0.103888,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.623488,0.988862,0.301333,0.623488,1,0,0.415882,0.322785,0.825,0.938462,0.340863,0,0.25,0.82963,0,1,1,0,0,1
0.071429,0.331224,0.472886,0.070175,0.328571,0.5,0.559406,0.18006,0.7,0.111286,0.124571,0.380841,0.394531,0.467831,0.380841,0.393204,0.5,0.482308,0.037506,0.7,0.015908,0.103867,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.624651,0.992575,0.581,0.624884,1,0,0.29399,0.298101,0.8,0.892308,0.323379,0,0.25,0.82963,0,1,1,0,0,1
0.071429,0.331505,0.486691,0.070175,0.328571,0.5,0.569901,0.239989,0.7,0.119909,0.126699,0.380841,0.394231,0.460938,0.380841,0.393204,0.5,0.491692,0.02795,0.7,0.013302,0.104015,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.625814,0.992575,0.490833,0.626047,1,0,0.319334,0.256329,0.8,0.9,0.277922,0,0.25,0.82963,0,1,1,0,0,1
0.089286,0.33052,0.46829,0.087719,0.328571,0.5,0.555644,0.209207,0.7,0.141666,0.125097,0.380841,0.394231,0.460938,0.380841,0.393204,0.5,0.486821,0.033445,0.7,0.048086,0.104057,0.002186,0.502686,0.490593,0.002186,0.5,0.5,0,0,0,0,0.627209,0.992575,0.677,0.627209,1,0,0.315713,0.27943,0.775,0.915385,0.302399,0,0.25,0.82963,0,1,1,0,0,1
0.089286,0.329817,0.482096,0.087719,0.328571,0.5,0.566931,0.242713,0.7,0.137686,0.127225,0.380841,0.394832,0.470147,0.380841,0.393204,0.5,0.502564,0.029384,0.7,0.016429,0.104015,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.628372,0.992575,0.682667,0.628605,1,0,0.281921,0.26519,0.8,0.907692,0.283167,0,0.25,0.82963,0,1,1,0,0,1
0.089286,0.328692,0.491287,0.087719,0.328571,0.5,0.570495,0.224462,0.7,0.137686,0.126424,0.380841,0.394231,0.460938,0.380841,0.393204,0.5,0.492479,0.033923,0.7,0.014735,0.104079,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.629535,0.990718,0.452333,0.629767,1,0,0.38209,0.26519,0.825,0.907692,0.286663,0,0.25,0.82963,0,1,1,0,0,1
0.107143,0.327989,0.482096,0.105263,0.328571,0.5,0.564554,0.218741,0.7,0.135033,0.125418,0.380841,0.394531,0.467831,0.380841,0.393204,0.5,0.497607,0.040373,0.7,0.05043,0.103973,0.002186,0.503174,0.502964,0.002186,0.5,0.5,0,0,0,0,0.63093,0.990718,0.462,0.63093,1,0,0.348298,0.305063,0.825,0.923077,0.330373,0,0.25,0.82963,0,1,1,0,0,1
0,0.28903,0.495846,0,0.285714,0.5,0.381386,0.155271,0.7,0.070426,0.112835,0.232477,0.429928,0.481618,0.232477,0.429612,0.5,0.572991,0.204491,0.7,0.126511,0.117117,0.013115,0.50293,0.500494,0.013115,0.5,0.5,0,0,0,0,0.715116,0.992575,0.473133,0.715349,1,0,0.314506,0.262025,0.75,0.892308,0.284915,0,0.25,0.014815,0,1,1,0,0,1
0,0.289381,0.498162,0,0.285714,0.5,0.374653,0.154454,0.7,0.05769,0.112583,0.235981,0.427644,0.456324,0.235981,0.429612,0.5,0.555043,0.160057,0.7,0.122342,0.113948,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.716512,0.990718,0.483333,0.716512,1,0,0.319334,0.279747,0.75,0.923077,0.302399,0,0.25,0.488889,0,1,1,0,0,1
0,0.284107,0.43614,0,0.285714,0.5,0.473149,0.095342,0.7,0.094438,0.112331,0.239486,0.428245,0.474743,0.239486,0.429612,0.5,0.570427,0.184424,0.7,0.118955,0.1153,0.013115,0.503174,0.502964,0.013115,0.5,0.5,0,0,0,0,0.717674,0.992575,0.531867,0.717907,1,0,0.265025,0.264241,0.825,0.930769,0.286663,0,0.25,0.488889,0,1,1,0,0,1
0,0.289381,0.502757,0,0.285714,0.5,0.380594,0.153637,0.7,0.064854,0.112812,0.242991,0.428486,0.444853,0.242991,0.429612,0.5,0.538803,0.113473,0.7,0.10254,0.11082,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.718837,0.990718,0.415667,0.71907,1,0,0.330196,0.313608,0.75,0.892308,0.340863,0,0.25,0.488889,0,1,1,0,0,1
0,0.289381,0.500441,0,0.285714,0.5,0.380594,0.153637,0.7,0.063262,0.11304,0.246495,0.430889,0.447132,0.246495,0.429612,0.5,0.535043,0.111562,0.7,0.090294,0.111602,0.013115,0.50293,0.500494,0.013115,0.5,0.5,0,0,0,0,0.720233,0.990718,0.455667,0.720233,1,0,0.335023,0.283861,0.75,0.923077,0.305896,0,0.25,0.488889,0,1,1,0,0,1
0,0.28481,0.443015,0,0.285714,0.5,0.425743,0.110324,0.7,0.050261,0.112171,0.25,0.430889,0.456324,0.25,0.429612,0.5,0.515043,0.087195,0.7,0.099544,0.110165,0.013115,0.50293,0.500494,0.013115,0.5,0.5,0,0,0,0,0.721395,0.992575,0.588667,0.721628,1,0,0.27106,0.273101,0.825,0.907692,0.295405,0,0.25,0.488889,0,1,1,0,0,1
0,0.289381,0.502757,0,0.285714,0.5,0.367921,0.138654,0.7,0.058221,0.112102,0.252336,0.428846,0.589706,0.252336,0.429612,0.5,0.636581,0.331104,0.7,0.129768,0.120414,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.722558,0.994431,0.654,0.722791,1,0,0.289162,0.25,0.725,0.884615,0.26918,0,0.25,0.488889,0,1,1,0,0,1
0,0.289733,0.502757,0,0.285714,0.5,0.379604,0.139472,0.7,0.060343,0.112331,0.255841,0.428245,0.451728,0.255841,0.429612,0.5,0.560171,0.171763,0.7,0.129246,0.113821,0.013115,0.50293,0.500494,0.013115,0.5,0.5,0,0,0,0,0.723953,0.990718,0.535667,0.723953,1,0,0.331402,0.252532,0.75,0.930769,0.270928,0,0.25,0.503704,0,1,1,0,0,1
0,0.284107,0.43614,0,0.285714,0.5,0.424752,0.098883,0.7,0.049067,0.112011,0.259346,0.428486,0.456324,0.259346,0.429612,0.5,0.566667,0.223602,0.7,0.141492,0.117498,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.725116,0.990718,0.5327,0.725349,1,0,0.356746,0.287658,0.825,0.930769,0.307644,0,0.25,0.503704,0,1,1,0,0,1
0,0.289733,0.505037,0,0.285714,0.5,0.408119,0.152275,0.7,0.097224,0.11304,0.26285,0.430649,0.454044,0.26285,0.429612,0.5,0.527009,0.12709,0.7,0.137584,0.11287,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.726279,0.994431,0.652667,0.726512,1,0,0.278301,0.253481,0.725,0.884615,0.272676,0,0.25,0.503704,0,1,1,0,0,1
0.339286,0.329536,0.46829,0.333333,0.327714,0.499659,0.538614,0.141651,0.7,0.121899,0.121277,0.380841,0.388822,0.481618,0.380841,0.385898,0.498315,0.404274,0.151457,0.7,0.10267,0.105685,0.024044,0.50293,0.495553,0.024044,0.5,0.5,0,0,0,0,0.997674,0.992575,0.506267,0.997674,1,0,0.350712,0.265823,0.8,0.876923,0.29016,0,0.25,0.014815,0,1,1,0,0,1
0.339286,0.327989,0.470588,0.333333,0.326429,0.49947,0.56495,0.236993,0.7,0.128002,0.124754,0.380841,0.382813,0.460938,0.380841,0.381869,0.498365,0.392479,0.189919,0.7,0.117913,0.109108,0.024044,0.502686,0.490593,0.024044,0.5,0.5,0,0,0,0,1,0.990718,0.5275,1,1,0,0.394159,0.291456,0.775,0.884615,0.314637,0,0.25,0.222222,0,1,1,0,0,1
0.357143,0.323488,0.454485,0.350877,0.324714,0.499285,0.562376,0.159085,0.7,0.124685,0.120911,0.380841,0.379207,0.465533,0.380841,0.378034,0.498435,0.389915,0.198997,0.7,0.117001,0.108728,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.002326,0.990718,0.433667,0.002326,1,0,0.331402,0.298418,0.775,0.9,0.323379,0,0.25,0.222222,0,1,1,0,0,1
0.357143,0.322785,0.445331,0.350877,0.322286,0.49911,0.573861,0.177881,0.7,0.106245,0.122283,0.380841,0.378005,0.488493,0.380841,0.374272,0.49853,0.378632,0.179408,0.7,0.109445,0.109214,0.024044,0.50293,0.495553,0.024044,0.5,0.5,0,0,0,0,0.002326,0.994431,0.71,0.002326,1,0,0.273473,0.243987,0.775,0.869231,0.256941,0,0.25,0.222222,0,1,1,0,0,1
0.357143,0.316878,0.443015,0.350877,0.319571,0.49895,0.562772,0.197221,0.7,0.13636,0.121002,0.380841,0.373197,0.463235,0.380841,0.370874,0.49864,0.364615,0.216436,0.7,0.108533,0.111116,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.004651,0.988862,0.419667,0.004651,1,0,0.429158,0.31962,0.775,0.9,0.346108,0,0.25,0.222222,0,1,1,0,0,1
0.357143,0.316174,0.461397,0.350877,0.316286,0.4988,0.590891,0.237265,0.7,0.128135,0.122283,0.380841,0.369591,0.463235,0.380841,0.367718,0.49877,0.413333,0.181319,0.7,0.1454,0.111581,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.004651,0.990718,0.4748,0.004651,1,0,0.327782,0.292722,0.775,0.907692,0.318134,0,0.25,0.222222,0,1,1,0,0,1
0.375,0.311533,0.44989,0.368421,0.312714,0.49867,0.59604,0.259057,0.7,0.13238,0.122649,0.369159,0.366226,0.467831,0.369159,0.364927,0.498915,0.336923,0.307215,0.6,0.137584,0.118301,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.006977,0.992575,0.562333,0.006977,1,0,0.33623,0.242089,0.825,0.884615,0.262186,0,0.25,0.222222,0,1,1,0,0,1
0.375,0.306892,0.440735,0.368421,0.308714,0.498555,0.546931,0.156088,0.7,0.118317,0.117364,0.369159,0.363582,0.463235,0.369159,0.3625,0.499075,0.369744,0.214047,0.7,0.127032,0.115448,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.006977,0.988862,0.265,0.006977,1,0,0.429158,0.335443,0.8,0.892308,0.360095,0,0.25,0.222222,0,1,1,0,0,1
0.375,0.307736,0.491287,0.368421,0.304286,0.498455,0.559406,0.190956,0.7,0.078386,0.117799,0.369159,0.36262,0.454044,0.369159,0.360437,0.499255,0.388547,0.165552,0.7,0.115437,0.112975,0.024044,0.503174,0.500494,0.024044,0.5,0.5,0,0,0,0,0.009302,0.990718,0.404667,0.009302,1,0,0.304852,0.299051,0.8,0.892308,0.323379,0,0.25,0.222222,0,1,1,0,0,1
0.375,0.29993,0.445331,0.368421,0.299914,0.49838,0.579802,0.211387,0.7,0.100142,0.116564,0.369159,0.360216,0.483934,0.369159,0.358859,0.499425,0.422906,0.114907,0.6,0.110487,0.110482,0.024044,0.502686,0.493083,0.024044,0.5,0.5,0,0,0,0,0.009302,0.992575,0.544333,0.009302,1,0,0.363987,0.244304,0.8,0.892308,0.260438,0,0.25,0.222222,0,1,1,0,0,1
0.375,0.304219,0.493566,0.368421,0.300714,0.49839,0.560198,0.239989,0.7,0.094969,0.118302,0.369159,0.359976,0.449449,0.369159,0.359102,0.499395,0.382564,0.288103,0.7,0.150611,0.119675,0.013115,0.503174,0.500494,0.013115,0.5,0.5,0,0,0,0,0.853488,0.992575,0.594667,0.853488,1,0,0.371229,0.262975,0.725,0.9,0.281418,0,0.25,0.014815,0,1,1,0,0,1
0.375,0.296765,0.454485,0.368421,0.295771,0.49833,0.585941,0.250885,0.7,0.110756,0.116198,0.357477,0.360577,0.45864,0.357477,0.357767,0.499593,0.374017,0.203058,0.7,0.134979,0.116737,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.853488,0.990718,0.525833,0.853488,1,0,0.373642,0.298418,0.825,0.923077,0.323379,0,0.25,0.525926,0,1,1,0,0,1
0.375,0.294655,0.493566,0.368421,0.291143,0.498295,0.548317,0.183329,0.7,0.034076,0.114939,0.357477,0.359976,0.467831,0.357477,0.357039,0.499779,0.342906,0.218825,0.6,0.09303,0.115807,0.013115,0.503174,0.500494,0.013115,0.5,0.5,0,0,0,0,0.855814,0.992575,0.621,0.855814,1,0,0.31692,0.304747,0.725,0.892308,0.326876,0,0.25,0.525926,0,1,1,0,0,1
0.375,0.288678,0.486691,0.368421,0.285851,0.498275,0.501584,0.196677,0.7,0.088203,0.112949,0.357477,0.360577,0.465533,0.357477,0.357524,0.50755,0.385983,0.191113,0.7,0.129768,0.115258,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.855814,0.988862,0.359,0.85814,1,0,0.389331,0.271203,0.725,0.923077,0.288412,0,0.25,0.525926,0,1,1,0,0,1
0.375,0.285513,0.452206,0.368421,0.285714,0.5,0.545743,0.113865,0.7,0.075069,0.111782,0.357477,0.357572,0.451728,0.345794,0.356796,0.5,0.34,0.328715,0.7,0.166244,0.124704,0.013115,0.502686,0.495553,0.013115,0.5,0.5,0,0,0,0,0.85814,0.988862,0.32,0.85814,1,0,0.407434,0.309494,0.825,0.915385,0.332121,0,0.25,0.525926,0,1,1,0,0,1
0.375,0.286568,0.463676,0.368421,0.285714,0.5,0.567723,0.128031,0.7,0.044424,0.111759,0.345794,0.358173,0.463235,0.345794,0.356796,0.5,0.355043,0.266603,0.7,0.149309,0.119653,0.013115,0.502686,0.493083,0.013115,0.5,0.5,0,0,0,0,0.860465,0.992575,0.4852,0.860465,1,0,0.303645,0.286709,0.8,0.892308,0.309392,0,0.25,0.540741,0,1,1,0,0,1
0.375,0.286568,0.470588,0.368421,0.285714,0.5,0.507327,0.173522,0.7,0.051057,0.112857,0.345794,0.358774,0.463235,0.345794,0.356796,0.5,0.330256,0.321548,0.7,0.150611,0.124429,0.013115,0.50293,0.498024,0.013115,0.5,0.5,0,0,0,0,0.860465,0.990718,0.352333,0.860465,1,0,0.314506,0.282278,0.725,0.907692,0.304147,0,0.25,0.540741,0,1,1,0,0,1
0.375,0.28692,0.463676,0.368421,0.285714,0.5,0.518218,0.109235,0.7,0.074273,0.111805,0.345794,0.358534,0.463235,0.345794,0.356796,0.5,0.367863,0.249881,0.7,0.153217,0.119379,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.862791,0.988862,0.339,0.862791,1,0,0.432778,0.329114,0.825,0.907692,0.353102,0,0.25,0.540741,0,1,1,0,0,1
0.375,0.28692,0.46829,0.368421,0.285714,0.5,0.523762,0.097794,0.7,0.070824,0.111004,0.334112,0.358173,0.472426,0.334112,0.356796,0.5,0.359487,0.266603,0.7,0.153217,0.121133,0.013115,0.50293,0.495553,0.013115,0.5,0.5,0,0,0,0,0.862791,0.992575,0.631667,0.862791,1,0,0.29399,0.275633,0.825,0.892308,0.298902,0,0.25,0.540741,0,1,1,0,0,1
0.375,0.287271,0.472886,0.368421,0.285714,0.5,0.479564,0.169709,0.7,0.074936,0.113841,0.334112,0.358173,0.470147,0.334112,0.356796,0.5,0.369231,0.223602,0.7,0.122733,0.118174,0.013115,0.503174,0.502964,0.013115,0.5,0.5,0,0,0,0,0.865116,0.990718,0.452,0.865116,1,0,0.337437,0.273101,0.725,0.907692,0.295405,0,0.25,0.540741,0,1,1,0,0,1
0.053571,0.329114,0.479779,0.052632,0.328571,0.5,0.578218,0.237265,0.7,0.133706,0.126722,0.064252,0.39393,0.45864,0.064252,0.393204,0.5,0.467402,0.012422,0.7,0.01695,0.103994,0.024044,0.503174,0.502964,0.024044,0.5,0.5,0,0,0,0,0.671395,0.990718,0.484367,0.671628,1,0,0.371229,0.279747,0.8,0.9,0.30065,0,0.25,0.014815,0,1,1,0,0,1
0.053571,0.296414,0.502757,0.052632,0.293086,0.501115,0.516436,0.130755,0.8,0.037791,0.113864,0.063084,0.358173,0.481618,0.061916,0.357282,0.500193,0.405641,0.145007,0.7,0.120258,0.113377,0.024044,0.503174,0.502964,0.024044,0.5,0.5,0,0,0,0,0.672791,0.988862,0.352667,0.672791,1,0,0.374849,0.296835,0.825,0.907692,0.319883,0,0.25,0.125926,0,1,1,0,0,1
0.053571,0.299578,0.495846,0.052632,0.296257,0.5011,0.560792,0.199673,0.7,0.065915,0.115809,0.059579,0.35637,0.45864,0.058411,0.357888,0.500277,0.376923,0.233158,0.7,0.118825,0.118681,0.024044,0.503174,0.502964,0.024044,0.5,0.5,0,0,0,0,0.673953,0.992575,0.696333,0.673953,1,0,0.29761,0.254747,0.8,0.9,0.274425,0,0.25,0.133333,0,1,1,0,0,1
0.071429,0.301688,0.500441,0.070175,0.299357,0.501075,0.576634,0.237265,0.7,0.07759,0.115992,0.056075,0.358534,0.456324,0.056075,0.358738,0.50036,0.34547,0.283325,0.7,0.133676,0.120773,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.675116,0.992575,0.457,0.675349,1,0,0.3133,0.277848,0.8,0.876923,0.30065,0,0.25,0.133333,0,1,1,0,0,1
0.071429,0.304501,0.495846,0.070175,0.302429,0.501045,0.565347,0.242713,0.7,0.095499,0.117914,0.05257,0.361538,0.463235,0.05257,0.359709,0.50044,0.330427,0.323937,0.7,0.162336,0.122485,0.024044,0.503174,0.502964,0.024044,0.5,0.5,0,0,0,0,0.676512,0.992575,0.626333,0.676512,1,0,0.307265,0.266456,0.825,0.915385,0.286663,0,0.25,0.133333,0,1,1,0,0,1
0.071429,0.308298,0.491287,0.070175,0.305286,0.50101,0.556832,0.212749,0.7,0.081172,0.118989,0.049065,0.361538,0.460938,0.049065,0.360801,0.500515,0.367521,0.237936,0.7,0.133676,0.117688,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.677674,0.990718,0.534,0.677674,1,0,0.361574,0.302848,0.8,0.915385,0.326876,0,0.25,0.133333,0,1,1,0,0,1
0.071429,0.309845,0.495846,0.070175,0.308143,0.500965,0.525545,0.144102,0.7,0.080508,0.116976,0.046729,0.365144,0.45864,0.045561,0.362136,0.50059,0.395214,0.165791,0.7,0.11687,0.112701,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.678837,0.992575,0.548,0.67907,1,0,0.303645,0.274051,0.8,0.869231,0.297154,0,0.25,0.133333,0,1,1,0,0,1
0.071429,0.313643,0.495846,0.070175,0.310857,0.50092,0.564356,0.236448,0.7,0.102663,0.121414,0.043224,0.36262,0.449449,0.043224,0.363714,0.500665,0.377607,0.199474,0.6,0.098893,0.115216,0.024044,0.50293,0.495553,0.024044,0.5,0.5,0,0,0,0,0.680233,0.990718,0.399,0.680233,1,0,0.354333,0.268354,0.8,0.915385,0.288412,0,0.25,0.133333,0,1,1,0,0,1
0.071429,0.315752,0.505037,0.070175,0.313429,0.500865,0.569901,0.239989,0.7,0.109827,0.122009,0.040888,0.366827,0.45864,0.040888,0.365413,0.50073,0.386154,0.155518,0.7,0.08808,0.111517,0.024044,0.503174,0.502964,0.024044,0.5,0.5,0,0,0,0,0.681395,0.990718,0.454667,0.681395,1,0,0.325368,0.293038,0.8,0.9,0.318134,0,0.25,0.133333,0,1,1,0,0,1
0.071429,0.316878,0.498162,0.070175,0.315714,0.50081,0.533069,0.212749,0.7,0.11049,0.120316,0.038551,0.36899,0.470147,0.037383,0.367233,0.500795,0.335556,0.292881,0.7,0.13107,0.115913,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.682558,0.994431,0.750333,0.682791,1,0,0.279508,0.24019,0.8,0.892308,0.255193,0,0.25,0.133333,0,1,1,0,0,1
0.035714,0.253446,0.463676,0.035088,0.251571,0.50103,0.391485,0.175429,0.7,0.131716,0.119858,0.205607,0.415865,0.479338,0.205607,0.41517,0.501375,0.510256,0.074534,0.7,0.090685,0.10672,0.024044,0.502686,0.493083,0.024044,0.5,0.5,0,0,0,0,0.860465,0.992575,0.556,0.860465,1,0,0.327782,0.236076,0.875,0.930769,0.253444,0,0.25,0.014815,0,1,1,0,0,1
0.017857,0.256681,0.46829,0.017544,0.254429,0.50117,0.392475,0.187687,0.7,0.139013,0.120247,0.207944,0.419231,0.460938,0.207944,0.418083,0.501255,0.548034,0.221214,0.7,0.140189,0.113018,0.024044,0.50293,0.498024,0.024044,0.5,0.5,0,0,0,0,0.860465,0.990718,0.400333,0.860465,1,0,0.303645,0.293038,0.825,0.892308,0.316386,0,0.25,0.185185,0,1,1,0,0,1
0.017857,0.259494,0.465993,0.017544,0.258286,0.501315,0.367525,0.197494,0.7,0.125747,0.121139,0.21028,0.421635,0.472426,0.211449,0.421117,0.501105,0.596239,0.254658,0.7,0.132373,0.11585,0.024044,0.503174,0.500494,0.024044,0.5,0.5,0,0,0,0,0.862791,0.992575,0.612667,0.862791,1,0,0.3133,0.255063,0.85,0.915385,0.274425,0,0.25,0.185185,0,1,1,0,0,1
0.017857,0.263713,0.470588,0.017544,0.261857,0.501425,0.388317,0.143558,0.7,0.105847,0.116518,0.213785,0.422236,0.456324,0.213785,0.423422,0.50096,0.537607,0.080745,0.7,0.09303,0.108094,0.024044,0.502441,0.488142,0.024044,0.5,0.5,0,0,0,0,0.862791,0.990718,0.5048,0.862791,1,0,0.372435,0.29557,0.85,0.923077,0.319883,0,0.25,0.185185,0,1,1,0,0,1
0.017857,0.267229,0.470588,0.017544,0.266143,0.501525,0.355644,0.212749,0.7,0.119644,0.118028,0.216121,0.426683,0.472426,0.216121,0.425607,0.50079,0.575556,0.237936,0.7,0.125208,0.116864,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.865116,0.992575,0.503123,0.865116,1,0,0.29761,0.271835,0.85,0.9,0.295405,0,0.25,0.185185,0,1,1,0,0,1
0.017857,0.271027,0.475184,0.017544,0.270571,0.501605,0.381584,0.173522,0.7,0.103459,0.1159,0.219626,0.426322,0.45864,0.219626,0.427306,0.50061,0.560171,0.151696,0.7,0.115568,0.112785,0.024044,0.502441,0.490593,0.024044,0.5,0.5,0,0,0,0,0.865116,0.990718,0.428,0.867442,1,0,0.367608,0.264873,0.85,0.915385,0.283167,0,0.25,0.185185,0,1,1,0,0,1
0.017857,0.276371,0.4775,0.017544,0.275271,0.501665,0.383168,0.172705,0.7,0.108898,0.11455,0.223131,0.429087,0.45864,0.223131,0.428519,0.500422,0.532308,0.175585,0.7,0.148006,0.113546,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.867442,0.990718,0.430667,0.867442,1,0,0.341057,0.304747,0.825,0.907692,0.330373,0,0.25,0.185185,0,1,1,0,0,1
0.017857,0.280942,0.472886,0,0.2801,0.501705,0.385743,0.089894,0.7,0.074008,0.112652,0.226636,0.432091,0.465533,0.226636,0.429248,0.500229,0.53641,0.15958,0.7,0.134979,0.113187,0.024044,0.502686,0.495553,0.024044,0.5,0.5,0,0,0,0,0.869767,0.994431,0.758667,0.869767,1,0,0.256577,0.237658,0.85,0.892308,0.248199,0,0.25,0.185185,0,1,1,0,0,1
0,0.286568,0.482096,0,0.284987,0.50172,0.396436,0.132389,0.7,0.098153,0.110776,0.23014,0.433654,0.470147,0.23014,0.429612,0.500033,0.676923,0.264214,0.7,0.067236,0.121851,0.024044,0.50293,0.500494,0.024044,0.5,0.5,0,0,0,0,0.869767,0.988862,0.393,0.869767,1,0,0.394159,0.283228,0.85,0.930769,0.304147,0,0.25,0.185185,0,1,1,0,0,1
0,0.287271,0.475184,0,0.285714,0.5,0.420792,0.10188,0.7,0.08356,0.111736,0.232477,0.428846,0.451728,0.233645,0.429612,0.5,0.590598,0.252269,0.7,0.157125,0.119273,0.024044,0.502441,0.490593,0.024044,0.5,0.5,0,0,0,0,0.872093,0.992575,0.584667,0.872093,1,0,0.295197,0.293671,0.825,0.907692,0.318134,0,0.25,0.185185,0,1,1,0,0,1
0.375,0.289733,0.507353,0.368421,0.285714,0.5,0.523762,0.09398,0.8,0.019085,0.112491,0.334112,0.360216,0.474743,0.334112,0.356796,0.5,0.404786,0.149068,0.7,0.141492,0.112933,0.002186,0.50293,0.498024,0.002186,0.5,0.5,0,0,0,0,0.706744,0.990718,0.491033,0.706744,1,0,0.33623,0.239873,0.85,0.915385,0.256941,0,0.25,0.014815,0,1,1,0,0,1
0.375,0.285162,0.445331,0.368421,0.285714,0.5,0.572871,0.151185,0.7,0.02333,0.11256,0.334112,0.358173,0.481618,0.334112,0.356796,0.5,0.398974,0.200669,0.7,0.134979,0.116906,0.002186,0.50293,0.498024,0.002186,0.5,0.5,0,0,0,0,0.707907,0.990718,0.433,0.707907,1,0,0.304852,0.245886,0.775,0.930769,0.265683,0,0.25,0.844444,0,1,1,0,0,1
0.375,0.284459,0.440735,0.368421,0.285714,0.5,0.545545,0.146826,0.7,0.042699,0.112102,0.334112,0.355769,0.465533,0.334112,0.356796,0.5,0.417436,0.168419,0.7,0.104625,0.113462,0.002186,0.50293,0.495553,0.002186,0.5,0.5,0,0,0,0,0.70907,0.990718,0.470833,0.70907,1,0,0.330196,0.313608,0.725,0.907692,0.340863,0,0.25,0.844444,0,1,1,0,0,1
